,Area_sq.ft,Price,Price_per_sq.ft,Locality,Booking_start,Agent_Name,Direction,parking,Type_BHK,Type_Of_House
12154,1012,57.5,5682,Ameenpur        ,30,Shreya Rao,north east,Yes,2BHK,Apartment
12155,1380,55.89,4050,Sivalaya Nagar Colony        ,13,Bhushan,east,No,2BHK,Apartment
12156,1175,42.3,3600,Devender Nagar        ,13,Surya,east,Yes,2BHK,Apartment
12157,1999,138.0,6930,Suvarna Valley        ,13,Pragya Patel,east,Yes,3BHK,Apartment
12158,1186,62.3,5254,Machabollaram        ,13,Bijoy Sinha,east,Yes,2BHK,Apartment
12159,1885,112.0,5952,Gundlapochampally        ,13,Shilpa,east,Yes,3BHK,Apartment
12160,1170,57.91,4950,Sundar Rao Nagar        ,13,Mriganka,east,No,2BHK,Apartment
12161,1380,55.89,4050,Sundar Rao Nagar        ,13,Meena,east,No,2BHK,Apartment
12162,1265,64.32,5085,Mallampet        ,13,Kunchan,north east,Yes,2BHK,Apartment
12163,2075,128.0,6215,Dundigal        ,13,Anirban,north east,Yes,3BHK,Apartment
12164,4171,367.0,8800,Srinivas Nagar-Kompally        ,13,Dileesh,east,Yes,4BHK,Apartment
12165,1125,47.58,4230,ALEAP Industrial Area        ,13,Ramprasad,east,No,2BHK,Apartment
12166,2075,105.0,5085,Mallampet        ,13,Anmol,north east,Yes,3BHK,Apartment
12167,1356,97.9,7220,Mallampet        ,13,Keerti,east,No,2BHK,Apartment
12168,780,46.35,5943,Gundlapochampally        ,13,Kumudini,east,Yes,1BHK,Apartment
12169,1165,52.42,4500,Hakimpet Village Colony        ,13,Jatin,east,Yes,2BHK,Apartment
12170,1175,51.7,4400,Kaiser Nagar        ,13,John,east,Yes,2BHK,Apartment
12171,1145,62.97,5500,Sai Anurag Colony        ,13,Amrutlal,east,No,2BHK,Apartment
12172,2075,105.0,5085,Bachupally        ,13,Gulshan,east,Yes,3BHK,Apartment
12173,1185,68.43,5775,Brundavan Colony        ,13,Krishnamurti,east,No,2BHK,Apartment
12174,1150,65.78,5720,Ganesh Nagar-Miyapur        ,13,Kamalesh,east,Yes,2BHK,Apartment
12175,1999,113.0,5670,Suvarna Valley        ,13,Ramesh Tripathi,east,No,3BHK,Apartment
12176,1200,54.0,4500,Golf Enclave        ,13,Vandana Verma,east,Yes,2BHK,Apartment
12177,1125,47.58,4230,HAL Colony        ,13,Bhavesh,east,Yes,2BHK,Apartment
12178,1133,53.59,4730,Golf Enclave        ,13,Aditi Gupta,north,Yes,2BHK,Apartment
12179,1145,51.52,4500,Swarnapuri        ,13,Pramod Mehta,east,Yes,2BHK,Apartment
12180,1800,50.0,2778,Kandi        ,3,venkat,east,UnKnown,Plot,Plot
12181,2700,18.0,667,Yadagirigutta        ,17,Amita Shah,south,UnKnown,Plot,Plot
12182,1196,75.0,6271,Moula Ali        ,20,Shivakumar Reddy,north east,Yes,2BHK,Apartment
12183,1233,129.0,10462,Narsingi        ,2,Propmart Technologies Ltd,west,Yes,3BHK,Apartment
12184,972,26.47,2724,Laxmi Narayan Nagar Colony        ,18,Nithisha Reddy,north,No,2BHK,Apartment
12185,1999,138.0,6930,Suvarna Valley        ,13,Pragya Patel,north east,Yes,3BHK,Apartment
12186,1217,59.16,4862,Gowdavalli        ,13,Praveen,north,No,2BHK,Apartment
12187,1175,51.7,4400,Sri Balaji Layout        ,13,Vishnu,west,No,2BHK,Apartment
12188,4171,300.0,7200,Srinivas Nagar-Kompally        ,13,Giridhar,north,No,4BHK,Apartment
12189,1356,97.9,7220,Bachupally        ,13,Poonam,north,Yes,2BHK,Apartment
12190,1850,101.0,5500,Patelguda        ,13,Adarsh,north east,No,3BHK,Apartment
12191,1185,68.43,5775,Devender Colony        ,13,Shankarrao,north,Yes,2BHK,Apartment
12192,1180,47.79,4050,ALEAP Industrial Area        ,13,Pranav,east,Yes,2BHK,Apartment
12193,1434,104.0,7315,Petbasheerabad        ,13,Jaya Gupta,east,Yes,2BHK,Apartment
12194,1150,59.45,5170,HAL Colony        ,13,Bhupinder,north,Yes,2BHK,Apartment
12195,1186,62.3,5254,Machabollaram        ,13,Bijoy Sinha,east,Yes,2BHK,Apartment
12196,1175,51.7,4400,Prashanthi Hills        ,13,Chakrapani,north,Yes,2BHK,Apartment
12197,1380,55.89,4050,Sivalaya Nagar Colony        ,13,Bhushan,east,Yes,2BHK,Apartment
12198,1175,42.3,3600,Devender Nagar        ,13,Surya,east,No,2BHK,Apartment
12199,1125,47.58,4230,Gajularamaram        ,13,Ambika,east,Yes,2BHK,Apartment
12200,1460,106.0,7277,Chanda Nagar        ,27,Puja Chauhan,north,Yes,3BHK,Apartment
12201,2059,288.0,14019,Vanasthalipuram        ,27,Uma Patel,north east,Yes,3BHK,Villa
12202,2139,177.0,8311,Miyapur        ,27,Bishamber,east,Yes,4BHK,Apartment
12203,1048,79.87,7621,Ameenpur        ,27,Patanjali,east,Yes,2BHK,Apartment
12204,1024,61.5,6006,Pragathi Nagar-Kukatpally        ,27,Neeraj,east,Yes,2BHK,Apartment
12205,4387,520.0,11853,Shamshabad        ,59,Marketing Team,east,No,4BHK,Villa
12206,1089,84.0,7713,Bachupally        ,11,Sumit,east,No,2BHK,Apartment
12207,1157,90.0,7779,Osman Nagar        ,11,Sher Hasan,east,Yes,3BHK,Apartment
12208,1088,83.61,7685,Tellapur        ,30,Ramprasad,north east,Yes,2BHK,Apartment
12209,1229,128.0,10419,Kandukur        ,30,Sita,east,Yes,2BHK,Villa
12210,1884,177.0,9395,Tellapur        ,8,SR Reddy,east,No,3BHK,Apartment
12211,1800,34.0,1889,Bala Nagar        ,28,Dhavan,east,UnKnown,Plot,Plot
12212,2800,181.0,6480,Sachivalaya Nagar        ,2,Raghunath Rao,east,Yes,3BHK,Apartment
12213,888,38.85,4375,Sreeram Nagar Colony        ,18,Kishore Desai,east,Yes,2BHK,Apartment
12214,1368,101.0,7425,Sneha Residency-Uppal        ,24,Charu Thakur,east,Yes,3BHK,Apartment
12215,2585,176.0,6818,Uppal        ,30,Gulshan,east,No,3BHK,Apartment
12216,1672,117.0,7057,Moti Nagar        ,30,Akash Singh,north east,Yes,3BHK,Apartment
12217,2851,71.28,2500,Mallapur        ,30,Bishamber,north,No,4BHK,Villa
12218,995,66.16,6650,Kokapet        ,30,Namita Mehta,east,Yes,2BHK,Apartment
12219,1245,105.0,8466,Kondapur        ,30,Ratilal,north east,Yes,3BHK,Apartment
12220,1426,135.0,9467,Nadargul        ,30,Ramesh Tripathi,north east,Yes,3BHK,Villa
12221,729,41.71,5723,Narapally        ,30,Rahim,east,Yes,2BHK,Apartment
12222,1856,150.0,8082,Bala Nagar        ,26,Starlite Spintech Limited,north east,Yes,4BHK,Apartment
12223,720,80.0,11111,Chavni        ,12,Arun,east,No,2BHK,Villa
12224,720,80.0,11111,Chanchalguda        ,12,Anwar Areekkal,north,Yes,2BHK,Villa
12225,720,80.0,11111,Jahangir Nagar        ,12,Venkatesan,east,Yes,2BHK,Villa
12226,720,80.0,11111,Makthal Wadi        ,12,Venkataramana,east,Yes,2BHK,Villa
12227,720,80.0,11111,Darulshifa        ,12,Kubralegal,east,Yes,2BHK,Villa
12228,720,80.0,11111,MCH Quarters        ,12,Chanshekb,north east,Yes,2BHK,Villa
12229,2961,300.0,10132,Quthbullapur        ,12,Satish,east,Yes,4BHK,Villa
12230,1152,128.0,11129,Raj Laxmi Colony        ,17,Sameer Singh,east,Yes,3BHK,Apartment
12231,960,102.0,10725,Sri Ram Nagar Colony-Puppalaguda        ,17,Sunita Kumar,north east,No,2BHK,Apartment
12232,1200,80.0,6667,Bachupally        ,17,Bhavya Mehta,east,No,2BHK,Apartment
12233,1040,85.8,8250,Mayur Marg        ,17,Deepika Iyer,west,Yes,2BHK,Apartment
12234,936,57.91,6188,Medak Road        ,17,Veena Sethi,east,Yes,2BHK,Apartment
12235,1200,157.0,13109,Khajaguda        ,17,Siddharth Sethi,east,Yes,3BHK,Apartment
12236,1194,80.62,6752,Ramlingeswara Colony        ,17,Alka Singh,east,No,3BHK,Apartment
12237,1280,72.0,5625,MVR Colony        ,17,Arvind Patel,east,Yes,3BHK,Apartment
12238,1742,127.0,7308,Wampugudem        ,17,Chirag Sinha,west,Yes,3BHK,Apartment
12239,1412,82.6,5850,Saleem Nagar Colony        ,17,Meena Mehta,west,No,3BHK,Apartment
12240,1112,105.0,9442,Tellapur        ,8,SR Reddy,east,Yes,2BHK,Apartment
12241,1142,110.0,9632,Panchayatiraj Teachers Colony        ,24,Trisha Iyer,east,Yes,3BHK,Apartment
12242,960,112.0,11688,Sindhi Colony        ,24,Jyotsna Chauhan,east,Yes,2BHK,Apartment
12243,2402,98.47,4100,Bachupally        ,24,Ranjith Kumar K,east,Yes,3BHK,Villa
12244,900,78.0,8667,Kukatpally        ,12,Venkateswaran,east,Yes,4BHK,Apartment
12245,1140,78.37,6875,Hakimpet Village Colony        ,17,Inderjit Rao,east,Yes,2BHK,Apartment
12246,1194,98.53,8253,Lalitha Nagar-Nagole        ,17,Meena Rao,east,Yes,3BHK,Apartment
12247,1040,85.8,8250,Margadarshi Colony        ,17,Damini Tripathi,east,No,3BHK,Apartment
12248,1472,121.0,8250,Venkateswara Nagar-Chinthal        ,17,Tejas Kapoor,north,Yes,2BHK,Apartment
12249,1600,186.0,11686,NRR Puram        ,17,Tejas Sharma,east,Yes,3BHK,Apartment
12250,1145,57.95,5062,Dattatreya Nagar-Mallapur        ,17,Vinod Jain,north east,Yes,3BHK,Apartment
12251,1200,82.5,6875,Chandragiri Colony        ,17,Rishi Singh,east,Yes,3BHK,Apartment
12252,1472,99.36,6750,Venkateswara Nagar-Chinthal        ,17,Divya Desai,east,Yes,2BHK,Apartment
12253,960,56.76,5913,Jubilee Hills        ,17,Aishwarya Sharma,west,No,2BHK,Apartment
12254,1396,117.0,8438,Tulasi Nagar Colony        ,17,Hemlata Singh,east,Yes,3BHK,Apartment
12255,1012,78.61,7769,Mallampet        ,17,Urvashi Mehta,north east,No,2BHK,Apartment
12256,1040,85.8,8250,Dwarakapuri        ,17,Harish Patel,north east,No,2BHK,Apartment
12257,1040,70.2,6750,Sai Nagar-Nagole        ,17,Sonia Sharma,east,Yes,3BHK,Apartment
12258,1040,85.8,8250,Sri Sai Nagar-Chintalakunta        ,17,Prateek Sharma,east,No,3BHK,Apartment
12259,1321,114.0,8661,Jawahar Colony        ,17,Swati Patel,north east,Yes,3BHK,Apartment
12260,1512,141.0,9350,Balaji Colony Phase 2        ,17,Ananya Dubey,east,Yes,3BHK,Apartment
12261,1280,140.0,11000,Grammar Colony        ,17,Vivek Tiwari,east,Yes,3BHK,Apartment
12262,641,48.46,7560,Chandrapuri Colony-Kapra        ,17,Vijay Sharma,east,No,2BHK,Apartment
12263,2080,188.0,9075,Kistamma Enclave        ,17,Preeti Singh,east,Yes,4BHK,Apartment
12264,960,84.24,8775,Puppalaguda        ,17,Asmita Patel,east,No,2BHK,Apartment
12265,1412,100.0,7150,MCH Colony        ,17,Ankita Sharma,east,Yes,3BHK,Apartment
12266,978,94.09,9621,Pasha Colony        ,17,Megha Kumar,east,Yes,2BHK,Apartment
12267,1000,114.0,11411,Gayatri Nagar-Borabanda        ,17,Simran Patel,north east,Yes,2BHK,Apartment
12268,1472,121.0,8250,IDPL Colony        ,17,Bhavesh Patel,east,Yes,2BHK,Apartment
12269,1384,93.42,6750,S V B S Nagar Colony        ,17,Sameer Mehta,east,Yes,3BHK,Apartment
12270,1112,105.0,9442,Tellapur        ,8,SR Reddy,east,Yes,2BHK,Apartment
12271,2772,161.0,5844,Malkajgiri        ,31,Anand Kumar,east,Yes,4BHK,Apartment
12272,1125,81.67,7260,KPHB Phase 4        ,2,Gopi V,east,Yes,2BHK,Apartment
12273,1200,81.0,6750,VSR Complex        ,27,Prateek Singh,east,No,3BHK,Apartment
12274,864,22.8,2639,Pragathi Nagar        ,25,Bina Sethi,east,Yes,2BHK,Apartment
12275,1512,141.0,9350,Balaji Colony Phase 2        ,17,Ananya Dubey,east,Yes,3BHK,Apartment
12276,1321,114.0,8661,Jawahar Colony        ,17,Swati Patel,west,No,3BHK,Apartment
12277,1040,85.8,8250,Sri Sai Nagar-Chintalakunta        ,17,Prateek Sharma,east,Yes,3BHK,Apartment
12278,1000,114.0,11411,Ganesh Nagar-Borabanda        ,17,Ganesh Rao,north east,Yes,2BHK,Apartment
12279,1412,100.0,7150,Triveni Nagar        ,17,Anjali Rao,north,Yes,3BHK,Apartment
12280,755,71.5,9470,Laxmi Narayan Nagar Colony        ,17,Sakshi Kumar,north east,Yes,3BHK,Apartment
12281,1472,99.36,6750,Raja Rajeswari Nagar-Bowenpally        ,17,Jyotsna Rao,east,Yes,2BHK,Apartment
12282,1440,161.0,11229,Kokapet        ,17,Madhu Sharma,north,No,3BHK,Apartment
12283,1253,136.0,10886,Janta Nagar        ,17,Vijay Sharma,north east,No,3BHK,Apartment
12284,1200,67.5,5625,Chandragiri Colony        ,17,Akash Tiwari,east,Yes,3BHK,Apartment
12285,886,43.67,4930,Venkateswara Colony-Hastinapuram        ,17,Siddharth Desai,east,Yes,2BHK,Apartment
12286,960,112.0,11688,Teachers Colony-Begumpet        ,17,Aishwarya Saxena,east,Yes,2BHK,Apartment
12287,1040,85.8,8250,Sumitra Nagar Colony        ,17,Piyush Singh,north east,Yes,2BHK,Apartment
12288,1228,126.0,10313,Premnagar-Amberpet        ,17,Jyoti Singh,north east,Yes,3BHK,Apartment
12289,1040,70.2,6750,Tirumala Colony        ,17,Kunal Verma,east,Yes,3BHK,Apartment
12290,1320,84.64,6413,MIG Phase 2 Colony        ,17,Anushka Sharma,east,No,3BHK,Apartment
12291,878,54.35,6190,Dattatreya Nagar-Mallapur        ,17,Siddharth Verma,east,No,2BHK,Apartment
12292,2128,274.0,12914,Secretariat Colony        ,17,Harish Desai,north,No,3BHK,Apartment
12293,1360,119.0,8775,Giani Zail Singh Nagar        ,17,Mona Joshi,east,No,3BHK,Apartment
12294,1280,140.0,11000,Film Nagar        ,17,Vishal Mishra,east,Yes,3BHK,Apartment
12295,1162,85.86,7389,Neknampur        ,31,Kumudini,east,No,2BHK,Apartment
12296,3810,571.0,15002,Jubilee Hills        ,31,Simran,east,Yes,4BHK,Apartment
12297,1641,119.0,7272,Tellapur        ,31,Suhani,east,Yes,3BHK,Apartment
12298,1384,111.0,8024,Tellapur        ,31,Maneet,east,Yes,2BHK,Apartment
12299,3146,429.0,13636,Izzathnagar        ,31,Harit,east,Yes,4BHK,Apartment
12300,1476,139.0,9417,Tellapur        ,8,SR Reddy,east,Yes,3BHK,Apartment
12301,1118,86.34,7723,Hyder Nagar        ,4,Chakrapani,east,Yes,2BHK,Apartment
12302,1080,40.0,3704,Mettuguda        ,27,Pragya Sharma,east,Yes,2BHK,Apartment
12303,1460,200.0,13699,Kokapet        ,12,Anshit Rao,east,Yes,3BHK,Apartment
12304,1075,62.89,5851,LIC Colony-New Malakpet        ,24,Manju Singh,north,Yes,3BHK,Apartment
12305,1531,102.0,6705,Ameenpur        ,31,Shirish,east,Yes,3BHK,Apartment
12306,3146,429.0,13636,Izzathnagar        ,31,Harit,east,Yes,4BHK,Apartment
12307,1384,111.0,8024,Tellapur        ,31,Maneet,east,Yes,2BHK,Apartment
12308,3810,571.0,15002,Jubilee Hills        ,31,Simran,west,Yes,4BHK,Apartment
12309,1641,119.0,7272,Tellapur        ,31,Suhani,east,No,3BHK,Apartment
12310,1162,85.86,7389,Neknampur        ,31,Kumudini,east,Yes,2BHK,Apartment
12311,2585,158.0,6136,Uppal        ,31,Shobha Patel,east,Yes,3BHK,Apartment
12312,1393,141.0,10164,Moti Nagar        ,31,Neethu,east,Yes,3BHK,Apartment
12313,1628,97.68,6000,Kompally        ,31,Ajit,east,Yes,3BHK,Apartment
12314,995,80.86,8127,Kokapet        ,31,Virtej,east,Yes,2BHK,Apartment
12315,755,34.91,4624,Bachupally        ,31,Mukesh,east,Yes,2BHK,Apartment
12316,1384,122.0,8827,Tellapur        ,31,Nagaraj,east,Yes,2BHK,Apartment
12317,979,88.14,9004,Miyapur        ,31,Ayaz,north,Yes,2BHK,Apartment
12318,1275,80.85,6342,Alkapur Township        ,31,Keshavadas,east,Yes,2BHK,Apartment
12319,755,31.73,4204,Bachupally        ,31,Malti,north,Yes,2BHK,Apartment
12320,1162,75.24,6475,Bachupally        ,31,Mandeep,north east,Yes,2BHK,Apartment
12321,825,35.45,4298,Bachupally        ,31,Kunal Sharma,east,No,2BHK,Apartment
12322,1690,81.21,4806,Kompally        ,31,Tarun Verma,west,Yes,3BHK,Apartment
12323,2143,124.0,5829,Peerzadiguda        ,31,Disha Singh,east,Yes,3BHK,Apartment
12324,1162,77.27,6650,Neknampur        ,31,Bijoy Sinha,east,Yes,2BHK,Apartment
12325,1326,80.39,6063,Bolaram Nagar        ,31,Abhinav,east,No,3BHK,Apartment
12326,979,72.12,7367,Miyapur        ,31,Uma Sharma,east,No,2BHK,Apartment
12327,1320,82.35,6239,Chanda Nagar        ,31,Anaya Sharma,north,Yes,3BHK,Apartment
12328,1135,77.38,6818,Financial District        ,31,Kutumba Rao,east,Yes,2BHK,Apartment
12329,1390,83.74,6024,Velimela        ,31,Kunchan,east,No,3BHK,Apartment
12330,1800,50.0,2778,Kandi        ,3,venkat,east,UnKnown,Plot,Plot
12331,827,57.2,6917,Nagaram        ,21,Garima Singh,north,No,3BHK,Apartment
12332,2000,125.0,6250,Jahangir Nagar Colony        ,10,Nithyatharan,north,Yes,4BHK,Apartment
12333,1281,72.07,5627,Sachivalaya Colony        ,11,Lanusha,east,Yes,3BHK,Apartment
12334,1137,45.62,4013,Begumpet        ,25,Rohit Thakur,east,Yes,3BHK,Apartment
12335,1263,58.76,4653,Ameenpur        ,31,Pragya Patel,east,Yes,2BHK,Apartment
12336,979,72.12,7367,Miyapur        ,31,Uma Sharma,north,Yes,2BHK,Apartment
12337,995,80.86,8127,Kokapet        ,31,Virtej,north east,Yes,2BHK,Apartment
12338,1384,122.0,8827,Tellapur        ,31,Nagaraj,north,Yes,2BHK,Apartment
12339,755,34.91,4624,Bachupally        ,31,Mukesh,west,Yes,2BHK,Apartment
12340,1326,80.39,6063,Bolaram Nagar        ,31,Abhinav,east,No,3BHK,Apartment
12341,825,35.45,4298,Bachupally        ,31,Kunal Sharma,east,No,2BHK,Apartment
12342,1690,81.21,4806,Kompally        ,31,Tarun Verma,east,Yes,3BHK,Apartment
12343,2143,124.0,5829,Peerzadiguda        ,31,Disha Singh,east,No,3BHK,Apartment
12344,1162,77.27,6650,Neknampur        ,31,Bijoy Sinha,west,Yes,2BHK,Apartment
12345,1275,80.85,6342,Alkapur Township        ,31,Keshavadas,east,Yes,2BHK,Apartment
12346,979,88.14,9004,Miyapur        ,31,Ayaz,east,Yes,2BHK,Apartment
12347,1628,97.68,6000,Kompally        ,31,Ajit,east,Yes,3BHK,Apartment
12348,1162,75.24,6475,Bachupally        ,31,Mandeep,east,Yes,2BHK,Apartment
12349,755,31.73,4204,Bachupally        ,31,Malti,east,No,2BHK,Apartment
12350,2585,158.0,6136,Uppal        ,31,Shobha Patel,east,Yes,3BHK,Apartment
12351,1531,102.0,6705,Ameenpur        ,31,Shirish,north east,Yes,3BHK,Apartment
12352,1384,111.0,8024,Tellapur        ,31,Maneet,east,Yes,2BHK,Apartment
12353,3810,571.0,15002,Jubilee Hills        ,31,Simran,north east,No,4BHK,Apartment
12354,1641,119.0,7272,Tellapur        ,31,Suhani,east,Yes,3BHK,Apartment
12355,534,26.44,4951,Miyapur        ,31,Vipul Chauhan,east,No,1BHK,Apartment
12356,2851,58.32,2046,Mallapur        ,31,Pramod Mehta,west,Yes,4BHK,Villa
12357,1162,85.86,7389,Neknampur        ,31,Kumudini,north east,No,2BHK,Apartment
12358,946,114.0,12124,Kokapet        ,31,Suraj,north,Yes,2BHK,Apartment
12359,1298,126.0,9750,Kondapur        ,31,Arhaan,west,Yes,2BHK,Apartment
12360,1647,29.28,1778,Sultanpur        ,3,Mazhar Ullah,north east,UnKnown,Plot,Plot
12361,1934,141.0,7315,Bahadurguda        ,10,Anurag,east,No,3BHK,Apartment
12362,3974,308.0,7750,KPHB        ,10,Vipul Gupta,east,Yes,4BHK,Apartment
12363,3476,250.0,7192,Kukatpally        ,19,H. Sarkar,east,No,4BHK,Villa
12364,1274,65.0,5102,Manikonda        ,25,Sneha Singh,east,Yes,3BHK,Apartment
12365,1304,91.29,7001,Suchitra        ,31,Bhushan,east,No,3BHK,Apartment
12366,3146,429.0,13636,Izzathnagar        ,31,Harit,east,Yes,4BHK,Apartment
12367,1393,141.0,10164,Moti Nagar        ,31,Neethu,east,No,3BHK,Apartment
12368,2085,126.0,6050,Maisammaguda        ,13,Akhtar,north east,Yes,3BHK,Apartment
12369,1160,68.4,5897,Mallampet        ,13,Kutumba Rao,east,Yes,2BHK,Apartment
12370,1152,46.65,4050,Bollaram Industrial Area        ,13,Suneet,north east,Yes,2BHK,Apartment
12371,1185,74.29,6270,Industrial Area-Miyapur        ,13,Ayaz,east,Yes,2BHK,Apartment
12372,1377,78.07,5670,Swarnapuri        ,13,Tarun Verma,east,Yes,2BHK,Apartment
12373,1133,43.84,3870,Chandra Nagar Colony        ,13,Vandana Singh,north east,Yes,2BHK,Apartment
12374,1145,62.97,5500,Swarnapuri        ,13,Anand Kumar,east,Yes,2BHK,Apartment
12375,1425,78.37,5500,Singaya Palli        ,13,Yash,east,Yes,2BHK,Apartment
12376,1174,68.67,5850,Rajiv Gandhi Nagar-Suraram        ,13,Nirav,east,No,2BHK,Apartment
12377,1185,74.29,6270,Ganesh Nagar-Miyapur        ,13,Sharada,east,Yes,2BHK,Apartment
12378,1690,83.65,4950,Brundavan Colony        ,13,Ahalya,east,Yes,3BHK,Apartment
12379,1175,51.7,4400,Usha Mullapudi Road        ,13,Nayana,east,Yes,2BHK,Apartment
12380,4224,371.0,8800,Brundavan Colony        ,13,Charu,east,No,4BHK,Apartment
12381,2071,102.0,4950,BHEL Employees Co-operative Housing Society        ,13,Puja Chauhan,east,Yes,3BHK,Apartment
12382,1174,83.94,7150,Devender Nagar        ,13,Deepak,north,Yes,2BHK,Apartment
12383,1125,58.16,5170,Mahadevpur Colony        ,13,Faizal,east,No,2BHK,Apartment
12384,1900,102.0,5400,Panchsheel Enclave-Jeedimetla        ,13,Anil Sharma,east,Yes,3BHK,Apartment
12385,1380,68.31,4950,Lalsahebpet        ,13,Virtej,east,Yes,2BHK,Apartment
12386,1900,102.0,5400,Dandamudi Enclave        ,13,Alka Reddy,west,Yes,3BHK,Apartment
12387,1250,92.8,7424,Ameenpur        ,27,Radha,east,No,3BHK,Apartment
12388,1704,150.0,8803,Yapral        ,11,Anala,east,Yes,3BHK,Villa
12389,557,62.0,11131,Gowrelly        ,11,Sampat,east,No,2BHK,Villa
12390,1476,139.0,9417,Tellapur        ,8,SR Reddy,east,Yes,3BHK,Apartment
12391,1280,80.25,6270,Swarnapuri        ,25,Vikram Kumar,east,No,3BHK,Apartment
12392,1850,162.0,8800,Sardar Patel Road        ,10,Sanjay Chauhan,west,Yes,3BHK,Apartment
12393,2065,157.0,7650,Prakash Nagar        ,19,Sneha,east,Yes,4BHK,Apartment
12394,2178,127.0,5845,Shiva Sai Nagar        ,2,Kumar,east,Yes,3BHK,Apartment
12395,557,62.0,11131,Annojiguda        ,11,Smt. Usha,east,Yes,2BHK,Villa
12396,1478,105.0,7161,Ghatkesar        ,30,Babita Patel,east,Yes,3BHK,Villa
12397,1046,57.54,5502,Indresham        ,30,Nitin,north,Yes,2BHK,Apartment
12398,2112,209.0,9919,Kokapet        ,30,Chakrapani,east,No,4BHK,Apartment
12399,2529,219.0,8683,Kompally        ,30,Pramod,east,Yes,3BHK,Villa
12400,1478,117.0,7957,Ghatkesar        ,30,Sukhjit,east,Yes,3BHK,Villa
12401,720,80.0,11111,Pathar Gatti        ,12,Jani,north east,Yes,2BHK,Villa
12402,1641,117.0,7145,Panchavati Colony        ,12,Vishal,east,Yes,3BHK,Apartment
12403,1091,76.0,6966,Alkapoor        ,12,Deepali,east,Yes,2BHK,Apartment
12404,1216,86.12,7083,Panchavati Colony        ,12,Anu,west,Yes,2BHK,Apartment
12405,1901,217.0,11415,Nanakramguda        ,12,Nairanjana,north,Yes,3BHK,Apartment
12406,1113,81.0,7278,Kondapur        ,12,Sulochana,east,Yes,2BHK,Apartment
12407,720,80.0,11111,Edi Bazaar        ,12,Prathima,east,Yes,2BHK,Villa
12408,720,80.0,11111,Lal Darwaza        ,12,Vinoth Kumar,north,Yes,2BHK,Villa
12409,1741,93.0,5342,Alkapoor        ,12,Lakshmi,east,No,3BHK,Apartment
12410,720,80.0,11111,Dhobi Ghat        ,12,K P Venkat,east,Yes,2BHK,Villa
12411,720,80.0,11111,Ganga Nagar-Yakhutpura        ,12,Shiva,east,No,2BHK,Villa
12412,1191,75.0,6297,Alkapuri Colony        ,12,Vidyasagar,east,Yes,2BHK,Apartment
12413,1113,81.0,7278,Kondapur        ,12,Sonali,north east,Yes,2BHK,Apartment
12414,1741,129.0,7438,Panchavati Colony        ,12,Keerthi,east,No,3BHK,Apartment
12415,1491,75.0,5030,Moula Ali        ,12,Lata,south,Yes,3BHK,Apartment
12416,1647,21.96,1333,Nagarjuna Sagar Road        ,24,Ameer Basha,east,UnKnown,Plot,Plot
12417,4855,755.0,15551,Rai Durg        ,2,Propmart Technologies Ltd,north east,Yes,4BHK,Apartment
12418,3964,650.0,16398,Rai Durg        ,2,Propmart Technologies Ltd,east,Yes,4BHK,Apartment
